name_x,abv,ibu,id,style,brewery_id,ounces,name_y,city,state,region
Upland Wheat Ale,0.045,15,1951,Witbier,202,16,Upland Brewing Company,Bloomington,IN,midwest
Lee Hill Series Vol. 2 - Wild Saison,0.068,24,2563,American Wild Ale,51,19.2,Upslope Brewing Company,Boulder,CO,west
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,0.099,51,2562,American Double / Imperial Stout,51,19.2,Upslope Brewing Company,Boulder,CO,west
Thai Style White IPA,0.065,33,1932,American White IPA,51,12,Upslope Brewing Company,Boulder,CO,west
Ferus Fluxus Wild Belgian Pale Ale,0.075,30,1853,American Wild Ale,51,19.2,Upslope Brewing Company,Boulder,CO,west
Upslope Imperial India Pale Ale,0.099,90,1315,American Double / Imperial IPA,51,19.2,Upslope Brewing Company,Boulder,CO,west
Upslope Belgian Style Pale Ale,0.075,30,683,Belgian Pale Ale,51,12,Upslope Brewing Company,Boulder,CO,west
Top Rope Mexican-style Craft Lager,0.048,15,466,Vienna Lager,51,12,Upslope Brewing Company,Boulder,CO,west
Upslope Craft Lager,0.048,22,444,Vienna Lager,51,12,Upslope Brewing Company,Boulder,CO,west
Common Sense Kentucky Common Ale,0.053,22,382,American Brown Ale,546,16,Upstate Brewing Company,Elmira,NY,northeast
Upstate I.P.W.,0.065,70,381,American IPA,546,12,Upstate Brewing Company,Elmira,NY,northeast
Squatters Hop Rising Double IPA,0.09,75,1825,American Double / Imperial IPA,302,12,Utah Brewers Cooperative,Salt Lake City,UT,west
Squatters Hop Rising Double IPA (2014),0.09,75,1680,American Double / Imperial IPA,302,12,Utah Brewers Cooperative,Salt Lake City,UT,west
Voodoo Love Child,0.092,25,1770,Tripel,322,12,Voodoo Brewery,Meadville,PA,northeast
White Magick of the Sun,0.079,23,1769,Witbier,322,12,Voodoo Brewery,Meadville,PA,northeast
Wynona's Big Brown Ale,0.075,31,1730,American Brown Ale,322,12,Voodoo Brewery,Meadville,PA,northeast
Gran Met,0.092,25,1729,Belgian Strong Pale Ale,322,12,Voodoo Brewery,Meadville,PA,northeast
Good Vibes IPA,0.073,85,1603,American IPA,322,12,Voodoo Brewery,Meadville,PA,northeast
Pilzilla,0.075,85,1488,American Double / Imperial Pilsner,322,12,Voodoo Brewery,Meadville,PA,northeast
Wachusett Light IPA,0.04,37,1846,American IPA,295,12,Wachusett Brewing Company,Westminster,MA,northeast
Green Monsta IPA,0.06,55,1845,American IPA,295,12,Wachusett Brewing Company,Westminster,MA,northeast
Wachusett IPA,0.056,50,1844,American IPA,295,12,Wachusett Brewing Company,Westminster,MA,northeast
Larry Imperial IPA,0.085,85,1418,American Double / Imperial IPA,295,12,Wachusett Brewing Company,Westminster,MA,northeast
Country Pale Ale,0.051,17,1030,English Pale Ale,295,12,Wachusett Brewing Company,Westminster,MA,northeast
Wachusett Light IPA (2013),0.04,37,1029,American IPA,295,12,Wachusett Brewing Company,Westminster,MA,northeast
Pumpkan,0.052,20,908,Pumpkin Ale,295,12,Wachusett Brewing Company,Westminster,MA,northeast
Wachusett Blueberry Ale,0.045,10,619,Fruit / Vegetable Beer,295,12,Wachusett Brewing Company,Westminster,MA,northeast
Self Starter,0.052,67,2450,American IPA,94,16,Warped Wing Brewing Company,Dayton,OH,midwest
Ermal's,0.054,20,2223,Cream Ale,94,16,Warped Wing Brewing Company,Dayton,OH,midwest
Westbrook Gose,0.04,5,1312,Gose,384,12,Westbrook Brewing Company,Mt. Pleasant,SC,south
White Thai,0.05,16,576,Witbier,384,12,Westbrook Brewing Company,Mt. Pleasant,SC,south
Westbrook IPA,0.068,65,575,American IPA,384,12,Westbrook Brewing Company,Mt. Pleasant,SC,south
Westfield Octoberfest,0.057,22,1645,Märzen / Oktoberfest,351,12,Westfield River Brewing Company,Westfield,MA,northeast
Charlie in the Rye,0.058,55,1550,American IPA,351,12,Westfield River Brewing Company,Westfield,MA,northeast
O’Malley’s IPA,0.075,89,2343,American IPA,132,12,Weston Brewing Company,Weston,MO,midwest
L'il Lucy's Hot Pepper Ale,0.049,28,2341,Chile Beer,132,12,Weston Brewing Company,Weston,MO,midwest
Hefe Lemon,0.049,30,1838,Radler,296,12,Widmer Brothers Brewing Company,Portland,OR,west
Hefe Black,0.049,30,1837,Hefeweizen,296,12,Widmer Brothers Brewing Company,Portland,OR,west
Widmer Brothers Hefeweizen,0.049,30,1836,Hefeweizen,296,12,Widmer Brothers Brewing Company,Portland,OR,west
Hop Slayer Double IPA,0.082,100,1619,American Double / Imperial IPA,361,12,Wild Onion Brewing Company,Lake Barrington,IL,south
Phat Chance,0.052,27,971,American Blonde Ale,361,12,Wild Onion Brewing Company,Lake Barrington,IL,south
Hop Slayer Double IPA (2011),0.082,100,740,American Double / Imperial IPA,361,12,Wild Onion Brewing Company,Lake Barrington,IL,south
Wild Onion Summer Wit,0.042,13,398,Witbier,361,12,Wild Onion Brewing Company,Lake Barrington,IL,south
Jack Stout,0.06,23,366,Oatmeal Stout,361,12,Wild Onion Brewing Company,Lake Barrington,IL,south
Paddy Pale Ale,0.056,41,162,American Pale Ale (APA),361,12,Wild Onion Brewing Company,Lake Barrington,IL,south
Blonde Hunny,0.068,21,2253,Belgian Pale Ale,181,12,Wild Wolf Brewing Company,Nellysford,VA,south
Wild Wolf Wee Heavy Scottish Style Ale,0.057,20,1318,Scotch Ale / Wee Heavy,181,12,Wild Wolf Brewing Company,Nellysford,VA,south
Wild Wolf American Pilsner,0.045,25,1195,American Pilsner,181,12,Wild Wolf Brewing Company,Nellysford,VA,south
Alpha Ale,0.051,45,1194,American Pale Ale (APA),181,12,Wild Wolf Brewing Company,Nellysford,VA,south
Ace IPA,0.074,83,762,American IPA,509,16,Wingman Brewers,Tacoma,WA,west
P-51 Porter,0.08,31,761,American Porter,509,16,Wingman Brewers,Tacoma,WA,west
#002 American I.P.A.,0.071,60,2148,American IPA,211,12,Wisconsin Brewing Company,Verona,WI,midwest
#004 Session I.P.A.,0.048,38,2146,American IPA,211,12,Wisconsin Brewing Company,Verona,WI,midwest
Ananda India Pale Ale,0.062,61,1470,American IPA,239,12,Wiseacre Brewing Company,Memphis,TN,south
Tiny Bomb,0.045,23,1469,American Pilsner,239,12,Wiseacre Brewing Company,Memphis,TN,south
Train Hopper,0.058,72,2627,American IPA,14,12,Witch's Hat Brewing Company,South Lyon,MI,midwest
Troopers Alley IPA,0.059,135,1676,American IPA,344,12,Wolf Hills Brewing Company,Abingdon,VA,south
Wolverine Premium Lager,0.047,15,1468,American Pale Lager,402,12,Wolverine State Brewing Company,Ann Arbor,MI,midwest
4000 Footer IPA,0.065,82,2417,American IPA,109,12,"Woodstock Inn, Station & Brewery",North Woodstock,NH,northeast
Summer Brew,0.028,15,2306,American Pilsner,109,12,"Woodstock Inn, Station & Brewery",North Woodstock,NH,northeast
Be Hoppy IPA,0.065,69,1697,American IPA,339,16,Wormtown Brewery,Worcester,MA,northeast
Worthy IPA,0.069,69,2194,American IPA,199,12,Worthy Brewing Company,Bend,OR,west
Easy Day Kolsch,0.045,25,1514,Kölsch,199,12,Worthy Brewing Company,Bend,OR,west
Lights Out Vanilla Cream Extra Stout,0.077,30,1513,American Double / Imperial IPA,199,12,Worthy Brewing Company,Bend,OR,west
Worthy IPA (2013),0.069,69,1512,American IPA,199,12,Worthy Brewing Company,Bend,OR,west
Worthy Pale,0.06,50,1511,American Pale Ale (APA),199,12,Worthy Brewing Company,Bend,OR,west
Belgorado,0.067,45,928,Belgian IPA,424,12,Wynkoop Brewing Company,Denver,CO,west
Silverback Pale Ale,0.055,40,145,American Pale Ale (APA),424,12,Wynkoop Brewing Company,Denver,CO,west
