name_x,abv,ibu,id,style,brewery_id,ounces,name_y,city,state,region
483 Pale Ale,0.053,48,863,American Pale Ale (APA),365,16,Great River Brewery,Davenport,IA,midwest
Hop A Potamus Double Dark Rye Pale Ale,0.09,99,672,Rye Beer,365,16,Great River Brewery,Davenport,IA,midwest
Farmer Brown Ale,0.07,22,655,American Brown Ale,365,16,Great River Brewery,Davenport,IA,midwest
Big Cock IPA,0.07,70,540,American IPA,365,16,Great River Brewery,Davenport,IA,midwest
40th Annual Bix Street Fest Copper Ale (Current),0.048,25,517,American Amber / Red Ale,365,16,Great River Brewery,Davenport,IA,midwest
Redband Stout,0.06,36,371,American Stout,365,16,Great River Brewery,Davenport,IA,midwest
483 Pale Ale (2010),0.053,48,190,American Pale Ale (APA),365,16,Great River Brewery,Davenport,IA,midwest
Roller Dam Red Ale (2010),0.054,30,189,Irish Red Ale,365,16,Great River Brewery,Davenport,IA,midwest
Pablo Beach Pale Ale,0.05,30,1106,American Pale Ale (APA),466,12,Green Room Brewing,Jacksonville,FL,south
Wild Trail Pale Ale,0.057,44,2314,American Pale Ale (APA),156,12,Greenbrier Valley Brewing Company,Lewisburg,WV,south
Mothman Black IPA,0.067,71,2313,American Black Ale,156,12,Greenbrier Valley Brewing Company,Lewisburg,WV,south
Captain's Daughter,0.085,69,2044,American Double / Imperial IPA,86,12,Grey Sail Brewing Company,Westerly,RI,northeast
Flying Jenny Extra Pale Ale,0.06,54,1505,American Pale Ale (APA),379,12,Grey Sail Brewing of Rhode Island,Westerly,RI,northeast
Hazy Day Belgian-Style Wit,0.04,20,1186,Witbier,379,16,Grey Sail Brewing of Rhode Island,Westerly,RI,northeast
Leaning Chimney Smoked Porter,0.06,34,984,American Porter,379,16,Grey Sail Brewing of Rhode Island,Westerly,RI,northeast
Flying Jenny Extra Pale Ale (2012),0.06,54,693,American Pale Ale (APA),379,12,Grey Sail Brewing of Rhode Island,Westerly,RI,northeast
Flagship Ale,0.049,22,631,Cream Ale,379,12,Grey Sail Brewing of Rhode Island,Westerly,RI,northeast
Mr. Blue Sky,0.045,6,2375,American Pale Wheat Ale,124,16,Griffin Claw Brewing Company,Birmingham,MI,midwest
Screamin’ Pumpkin,0.05,25,2142,Pumpkin Ale,124,16,Griffin Claw Brewing Company,Birmingham,MI,midwest
Grand Trunk Bohemian Pils,0.05,35,2141,Czech Pilsener,124,16,Griffin Claw Brewing Company,Birmingham,MI,midwest
El Rojo,0.065,25,2140,American Amber / Red Ale,124,16,Griffin Claw Brewing Company,Birmingham,MI,midwest
Grind Line,0.05,35,2138,American Pale Ale (APA),124,16,Griffin Claw Brewing Company,Birmingham,MI,midwest
Norm's Gateway IPA,0.04,55,2007,American IPA,124,12,Griffin Claw Brewing Company,Birmingham,MI,midwest
Little Red Cap,0.063,43,2339,Altbier,144,12,Grimm Brothers Brewhouse,Loveland,CO,west
Supergoose IPA,0.069,67,1857,American IPA,290,12,Hale's Ales,Seattle,WA,west
Pursuit,0.07,40,2026,American IPA,248,12,Half Full Brewery,Stamford,CT,northeast
Half Full Bright Ale,0.052,18,1361,American Blonde Ale,248,12,Half Full Brewery,Stamford,CT,northeast
Orange Wheat,0.046,17,1016,Fruit / Vegetable Beer,476,12,Hangar 24 Craft Brewery,Redlands,CA,west
Hangar 24 Helles Lager,0.043,14,1015,Munich Helles Lager,476,12,Hangar 24 Craft Brewery,Redlands,CA,west
The Great Return,0.075,70,1677,American IPA,343,16,Hardywood Park Craft Brewery,Richmond,VA,south
Hardywood Cream Ale,0.044,18,1331,Cream Ale,343,12,Hardywood Park Craft Brewery,Richmond,VA,south
Capital Trail Pale Ale,0.056,55,1270,American Pale Ale (APA),343,12,Hardywood Park Craft Brewery,Richmond,VA,south
UFO Gingerland,0.052,15,2059,Herbed / Spiced Beer,234,12,Harpoon Brewery,Boston,MA,northeast
The Long Thaw White IPA,0.062,45,1653,American White IPA,234,12,Harpoon Brewery,Boston,MA,northeast
Harpoon Summer Beer,0.05,28,1380,Kölsch,234,12,Harpoon Brewery,Boston,MA,northeast
Harpoon IPA,0.059,42,1379,American IPA,234,12,Harpoon Brewery,Boston,MA,northeast
UFO Pumpkin,0.059,20,1340,Pumpkin Ale,234,12,Harpoon Brewery,Boston,MA,northeast
Harpoon Octoberfest,0.055,30,1313,Märzen / Oktoberfest,234,12,Harpoon Brewery,Boston,MA,northeast
Harpoon IPA (2012),0.059,42,770,American IPA,234,12,Harpoon Brewery,Boston,MA,northeast
Harpoon Summer Beer (2012),0.05,28,769,Kölsch,234,12,Harpoon Brewery,Boston,MA,northeast
UFO White,0.048,10,610,American Pale Wheat Ale,234,12,Harpoon Brewery,Boston,MA,northeast
Harpoon Summer Beer (2010),0.05,28,192,Kölsch,234,12,Harpoon Brewery,Boston,MA,northeast
Harpoon IPA (2010),0.059,42,126,American IPA,234,12,Harpoon Brewery,Boston,MA,northeast
Groupe G,0.076,65,1895,Belgian IPA,280,16,Headlands Brewing Company,Mill Valley,CA,west
Pt. Bonita Rustic Lager,0.062,40,1894,American Pale Lager,280,16,Headlands Brewing Company,Mill Valley,CA,west
Hill 88 Double IPA,0.088,77,1893,American Double / Imperial IPA,280,16,Headlands Brewing Company,Mill Valley,CA,west
Loose Cannon,0.072,45,990,American IPA,479,12,Heavy Seas Beer,Halethorpe,MD,south
AARGHtoberfest!,0.06,30,989,Märzen / Oktoberfest,479,12,Heavy Seas Beer,Halethorpe,MD,south
Grazias,0.063,30,1351,Cream Ale,423,16,Hess Brewing Company,San Diego,CA,west
Habitus IPA,0.08,86,1346,American IPA,423,16,Hess Brewing Company,San Diego,CA,west
Ex Umbris Rye Imperial Stout,0.099,85,904,American Double / Imperial Stout,423,16,Hess Brewing Company,San Diego,CA,west
The Golden One,0.063,21,2295,American Pilsner,168,12,High Hops Brewery,Windsor,CO,west
The Power of Zeus,0.07,68,2294,American Pale Ale (APA),168,12,High Hops Brewery,Windsor,CO,west
Tonganoxie Honey Wheat,0.044,22,824,American Pale Wheat Ale,500,12,High Noon Saloon And Brewery,Leavenworth,KS,midwest
The 12th Can™,0.045,32,1615,American Pale Ale (APA),362,16,Hilliard's Beer,Seattle,WA,west
Hilliard's Pils,0.055,34,889,Czech Pilsener,362,16,Hilliard's Beer,Seattle,WA,west
Hilliard's Blonde,0.049,20,724,American Blonde Ale,362,16,Hilliard's Beer,Seattle,WA,west
Hilliard's Amber Ale,0.055,60,497,American Amber / Red Ale,362,16,Hilliard's Beer,Seattle,WA,west
Hilliard's Saison,0.066,30,496,Saison / Farmhouse Ale,362,16,Hilliard's Beer,Seattle,WA,west
Provision,0.042,25,1835,Saison / Farmhouse Ale,297,12,Hop Farm Brewing Company,Pittsburgh,PA,northeast
One Nut Brown,0.047,28,1834,American Brown Ale,297,12,Hop Farm Brewing Company,Pittsburgh,PA,northeast
Hop Farm IPA,0.058,45,1833,American IPA,297,12,Hop Farm Brewing Company,Pittsburgh,PA,northeast
Double D Blonde,0.049,20,2195,American Blonde Ale,198,12,Hop Valley Brewing Company,Springfield,OR,west
Festeroo Winter Ale,0.078,60,1605,American Strong Ale,198,12,Hop Valley Brewing Company,Springfield,OR,west
Proxima IPA,0.063,70,1543,American IPA,198,12,Hop Valley Brewing Company,Springfield,OR,west
Double D Blonde (2013),0.049,20,1390,American Blonde Ale,198,12,Hop Valley Brewing Company,Springfield,OR,west
541 American Lager,0.048,13,1354,American Pale Lager,198,12,Hop Valley Brewing Company,Springfield,OR,west
Alphadelic IPA,0.065,90,1353,American IPA,198,12,Hop Valley Brewing Company,Springfield,OR,west
Alphadelic IPA (2011),0.065,90,499,American IPA,198,12,Hop Valley Brewing Company,Springfield,OR,west
Double D Blonde (2011),0.049,20,498,American Blonde Ale,198,12,Hop Valley Brewing Company,Springfield,OR,west
Alteration,0.051,40,502,Altbier,395,12,Hops & Grain Brewery,Austin,TX,south
Pale Dog,0.06,50,501,American Pale Ale (APA),395,12,Hops & Grain Brewery,Austin,TX,south
Totally Radler,0.027,21,2482,Radler,80,16,Hopworks Urban Brewery,Portland,OR,west
Nonstop Hef Hop,0.039,20,2400,American Pale Wheat Ale,80,16,Hopworks Urban Brewery,Portland,OR,west
Rise Up Red,0.058,60,2388,American Amber / Red Ale,80,16,Hopworks Urban Brewery,Portland,OR,west
Survival Stout,0.058,35,2200,American Stout,80,16,Hopworks Urban Brewery,Portland,OR,west
Hopworks IPA,0.066,75,2199,American IPA,80,16,Hopworks Urban Brewery,Portland,OR,west
Abominable Winter Ale,0.073,70,2193,American Strong Ale,80,16,Hopworks Urban Brewery,Portland,OR,west
Pigwar White India Pale Ale,0.06,60,1398,American White IPA,80,16,Hopworks Urban Brewery,Portland,OR,west
Rise-Up Red (2014),0.058,60,1085,American Amber / Red Ale,80,16,Hopworks Urban Brewery,Portland,OR,west
Abominable Winter Ale (2012),0.073,70,916,American Strong Ale,80,16,Hopworks Urban Brewery,Portland,OR,west
HUB Lager,0.051,32,658,Czech Pilsener,80,16,Hopworks Urban Brewery,Portland,OR,west
Hopworks IPA (2012),0.066,75,653,American IPA,80,16,Hopworks Urban Brewery,Portland,OR,west
Laka Laka Pineapple,0.051,17,2384,Hefeweizen,120,12,Horny Goat Brew Pub,Milwaukee,WI,midwest
Let It Ride IPA,0.068,90,1903,American IPA,277,12,Indeed Brewing Company,Minneapolis,MN,midwest
Stir Crazy Winter Ale,0.065,22,1691,Winter Warmer,277,12,Indeed Brewing Company,Minneapolis,MN,midwest
Sweet Yamma Jamma Ale,0.05,10,1555,Fruit / Vegetable Beer,277,12,Indeed Brewing Company,Minneapolis,MN,midwest
Shenanigans Summer Ale,0.046,27,1115,American Pale Wheat Ale,277,12,Indeed Brewing Company,Minneapolis,MN,midwest
Midnight Ryder,0.065,80,729,American Black Ale,277,12,Indeed Brewing Company,Minneapolis,MN,midwest
Day Tripper Pale Ale,0.054,45,728,American Pale Ale (APA),277,12,Indeed Brewing Company,Minneapolis,MN,midwest
Oklahoma Suks,0.048,32,2350,American Amber / Red Ale,140,12,Independence Brewing Company,Austin,TX,south
Power & Light,0.055,42,2301,American Pale Ale (APA),140,12,Independence Brewing Company,Austin,TX,south
White Rabbit ,0.059,27,1904,Witbier,140,12,Independence Brewing Company,Austin,TX,south
Tribute,0.058,58,2609,American Pale Ale (APA),23,12,Indiana City Brewing,Indianapolis,IN,midwest
Infamous IPA,0.07,75,2038,American IPA,242,12,Infamous Brewing Company,Austin,TX,south
Hijack,0.055,20,1774,Cream Ale,242,12,Infamous Brewing Company,Austin,TX,south
Jon Boat Coastal Ale,0.045,20,559,American Blonde Ale,527,12,Intuition Ale Works,Jacksonville,FL,south
I-10 IPA,0.068,55,558,American IPA,527,12,Intuition Ale Works,Jacksonville,FL,south
People's Pale Ale,0.053,28,553,American Pale Ale (APA),527,12,Intuition Ale Works,Jacksonville,FL,south
House Lager,0.052,18,2673,Keller Bier / Zwickel Bier,2,16,Jack's Abby Craft Lagers,Framingham,MA,northeast
Leisure Time,0.048,15,2672,American Pale Lager,2,12,Jack's Abby Craft Lagers,Framingham,MA,northeast
Excess IPL,0.072,80,2671,American India Pale Lager,2,16,Jack's Abby Craft Lagers,Framingham,MA,northeast
Hoponius Union,0.067,65,2670,American India Pale Lager,2,12,Jack's Abby Craft Lagers,Framingham,MA,northeast
Calyptra,0.049,45,2669,American India Pale Lager,2,12,Jack's Abby Craft Lagers,Framingham,MA,northeast
Thunder Ann,0.055,37,1793,American Pale Ale (APA),312,12,Jackalope Brewing Company,Nashville,TN,south
Weize Guy,0.05,15,2060,Hefeweizen,233,12,Joseph James Brewing Company,Henderson,NV,west
Fox Tail Gluten Free Ale,0.05,50,469,American Pale Ale (APA),233,12,Joseph James Brewing Company,Henderson,NV,west
Hop Box Imperial IPA,0.093,90,468,American Double / Imperial IPA,233,12,Joseph James Brewing Company,Henderson,NV,west
Joseph James American Lager,0.052,15,467,American Adjunct Lager,233,12,Joseph James Brewing Company,Henderson,NV,west
Lewbricator Wheat Dopplebock ,0.075,24,2162,Doppelbock,208,12,Kalona Brewing Company,Kalona,IA,midwest
Weisse Versa (2012),0.052,16,2374,Hefeweizen,125,12,Karbach Brewing Company,Houston,TX,south
Mother in Lager,0.058,25,1560,Munich Dunkel Lager,125,12,Karbach Brewing Company,Houston,TX,south
Weekend Warrior Pale Ale,0.055,40,1557,American Pale Ale (APA),125,12,Karbach Brewing Company,Houston,TX,south
Karbachtoberfest,0.055,25,1458,Märzen / Oktoberfest,125,12,Karbach Brewing Company,Houston,TX,south
Love Street Summer Seasonal (2014),0.047,20,1235,Kölsch,125,12,Karbach Brewing Company,Houston,TX,south
Barn Burner Saison,0.066,20,1068,Saison / Farmhouse Ale,125,12,Karbach Brewing Company,Houston,TX,south
Rodeo Clown Double IPA,0.095,85,666,American Double / Imperial IPA,125,12,Karbach Brewing Company,Houston,TX,south
Sympathy for the Lager,0.049,45,465,American Amber / Red Lager,125,12,Karbach Brewing Company,Houston,TX,south
Weisse Versa,0.052,15,464,Hefeweizen,125,12,Karbach Brewing Company,Houston,TX,south
Hopadillo India Pale Ale,0.066,70,463,American IPA,125,12,Karbach Brewing Company,Houston,TX,south
KelSo Nut Brown Lager,0.057,19,1678,Euro Dark Lager,342,12,KelSo Beer Company,Brooklyn,NY,northeast
KelSo India Pale Ale,0.06,64,1572,American IPA,342,12,KelSo Beer Company,Brooklyn,NY,northeast
KelSo Pilsner,0.055,23,1348,Czech Pilsener,342,12,KelSo Beer Company,Brooklyn,NY,northeast
Peninsula Brewers Reserve (PBR),0.05,15,1187,American Blonde Ale,458,12,Kenai River Brewing Company,Soldotna,AK,west
Cold Smoke Scotch Ale (2007),0.065,11,760,Scotch Ale / Wee Heavy,510,16,Kettle House Brewing Company,Missoula,MT,west
Double Haul IPA (2009),0.065,65,759,American IPA,510,16,Kettle House Brewing Company,Missoula,MT,west
Double Haul IPA (2006),0.065,65,758,American IPA,510,16,Kettle House Brewing Company,Missoula,MT,west
Eddy Out Pale Ale,0.055,50,87,American Pale Ale (APA),510,16,Kettle House Brewing Company,Missoula,MT,west
Double Haul IPA,0.065,65,86,American IPA,510,16,Kettle House Brewing Company,Missoula,MT,west
Cold Smoke Scotch Ale,0.065,11,85,Scotch Ale / Wee Heavy,510,16,Kettle House Brewing Company,Missoula,MT,west
King Street IPA,0.06,70,1667,American IPA,102,12,King Street Brewing Company,Anchorage,AK,west
King Street Hefeweizen,0.057,10,1666,Hefeweizen,102,12,King Street Brewing Company,Anchorage,AK,west
India Pale Ale,0.063,65,2460,American IPA,87,16,Kirkwood Station Brewing Company,Kirkwood,MO,midwest
Blackberry Wheat,0.048,11,2459,American Pale Wheat Ale,87,16,Kirkwood Station Brewing Company,Kirkwood,MO,midwest
Longboard Island Lager,0.046,18,1274,American Amber / Red Lager,439,24,Kona Brewing Company,Kona,HI,south
Choc Beer (2003),0.04,9,781,American Dark Wheat Ale,505,12,Krebs Brewing Company (Pete's Pl...,Krebs,OK,south
A Slice of Hefen,0.054,15,1741,Hefeweizen,332,16,La Cumbre Brewing Company,Albuquerque,NM,west
Elevated IPA,0.072,100,664,American IPA,332,16,La Cumbre Brewing Company,Albuquerque,NM,west
Rumspringa Golden Bock,0.066,30,392,Maibock / Helles Bock,545,12,Lancaster Brewing Company,Lancaster,PA,northeast
Lancaster German Style Kölsch,0.048,28,195,Kölsch,545,12,Lancaster Brewing Company,Lancaster,PA,northeast
Laughing Dog Cream Ale,0.05,12,2108,Cream Ale,218,12,Laughing Dog Brewing Company,Ponderay,ID,west
Two-One Niner,0.048,9,1397,American Pilsner,218,12,Laughing Dog Brewing Company,Ponderay,ID,west
Laughing Dog IPA,0.064,66,1396,American IPA,218,12,Laughing Dog Brewing Company,Ponderay,ID,west
Madra Allta,0.064,95,1675,American IPA,345,12,Lavery Brewing Company,Erie,PA,northeast
Duluchan India Pale Ale,0.056,70,1249,American IPA,345,12,Lavery Brewing Company,Erie,PA,northeast
Getaway,0.052,30,2036,German Pilsener,244,16,Lift Bridge Brewing Company,Stillwater,MN,midwest
Farm Girl Saison,0.06,30,1168,Saison / Farmhouse Ale,244,16,Lift Bridge Brewing Company,Stillwater,MN,midwest
Adam's Stout,0.058,40,1832,American Stout,298,12,Liquid Hero Brewery,York,PA,northeast
American Hero,0.057,42,1688,American Amber / Red Ale,298,12,Liquid Hero Brewery,York,PA,northeast
Schweet Ale,0.052,20,1687,Fruit / Vegetable Beer,298,12,Liquid Hero Brewery,York,PA,northeast
Irregardless IPA,0.065,75,1686,American IPA,298,12,Liquid Hero Brewery,York,PA,northeast
Peach Pale Ale,0.057,40,2434,American Pale Ale (APA),104,12,Lone Tree Brewing Company,Lone Tree,CO,west
Peacemaker Pale Ale,0.057,47,2329,American Pale Ale (APA),149,12,Lonerider Brewing Company,Raleigh,NC,south
Shotgun Betty,0.058,11,2327,Hefeweizen,149,12,Lonerider Brewing Company,Raleigh,NC,south
Sweet Josie,0.061,30,2326,American Brown Ale,149,12,Lonerider Brewing Company,Raleigh,NC,south
Long Trail IPA,0.059,42,1926,English India Pale Ale (IPA),268,12,Long Trail Brewing Company,Bridgewater Corners,VT,northeast
Long Trail Ale,0.046,30,1924,American Amber / Red Ale,268,12,Long Trail Brewing Company,Bridgewater Corners,VT,northeast
Double Bag,0.072,33,1090,Altbier,268,16,Long Trail Brewing Company,Bridgewater Corners,VT,northeast
Blackbeary Wheat,0.04,8,574,Fruit / Vegetable Beer,268,12,Long Trail Brewing Company,Bridgewater Corners,VT,northeast
Long Trail Ale (1),0.046,30,573,Altbier,268,12,Long Trail Brewing Company,Bridgewater Corners,VT,northeast
Gose,0.046,8,2584,Gose,41,16,Lost Nation Brewing,East Fairfield,VT,northeast
Vermont Pilsner,0.048,20,2583,German Pilsener,41,16,Lost Nation Brewing,East Fairfield,VT,northeast
Face Plant IPA,0.062,65,1309,American IPA,430,12,Lost Rhino Brewing Company,Ashburn,VA,south
Rhino Chasers Pilsner,0.056,55,1308,Czech Pilsener,430,12,Lost Rhino Brewing Company,Ashburn,VA,south
Slow Hand Stout,0.052,29,1571,American Stout,377,16,Lucette Brewing Company,Menominee,WI,midwest
Pub Ale,0.038,18,2033,English Dark Mild Ale,245,12,Lucky Town Brewing Company,Jackson,MS,south
Ballistic Blonde,0.051,31,2032,Belgian Pale Ale,245,12,Lucky Town Brewing Company,Jackson,MS,south
Lumberyard Pilsner,0.053,20,1153,American Pilsner,158,12,Lumberyard Brewing Company,Flagstaff,AZ,west
Mac's Scottish Style Amber Ale (2000),0.051,32,961,American Amber / Red Ale,485,12,MacTarnahans Brewing Company,Portland,OR,west
Sol Drifter,0.043,18,2209,American Blonde Ale,91,12,Madtree Brewing Company,Cincinnati,OH,midwest
The Great Pumpcan,0.079,18,1994,Fruit / Vegetable Beer,91,16,Madtree Brewing Company,Cincinnati,OH,midwest
LIFT,0.047,11,1816,Kölsch,91,12,Madtree Brewing Company,Cincinnati,OH,midwest
SPRYE,0.05,40,1815,American Pale Ale (APA),91,12,Madtree Brewing Company,Cincinnati,OH,midwest
Psychopathy,0.069,70,1126,American IPA,91,12,Madtree Brewing Company,Cincinnati,OH,midwest
Gnarly Brown,0.07,32,1125,American Brown Ale,91,12,Madtree Brewing Company,Cincinnati,OH,midwest
Happy Amber,0.06,30,1124,American Amber / Red Ale,91,12,Madtree Brewing Company,Cincinnati,OH,midwest
#9,0.051,20,1813,Fruit / Vegetable Beer,303,16,Magic Hat Brewing Company,South Burlington,VT,northeast
Elder Betty,0.055,13,1113,Hefeweizen,303,12,Magic Hat Brewing Company,South Burlington,VT,northeast
Belgian Style Session Ale,0.045,21,1625,Belgian Pale Ale,356,12,Manayunk Brewing Company,Philadelphia,PA,northeast
Summer Paradise,0.05,18,1484,American Pale Wheat Ale,356,12,Manayunk Brewing Company,Philadelphia,PA,northeast
Monk from the 'Yunk,0.09,30,1356,Tripel,356,12,Manayunk Brewing Company,Philadelphia,PA,northeast
Schuylkill Punch,0.06,14,1355,Fruit / Vegetable Beer,356,12,Manayunk Brewing Company,Philadelphia,PA,northeast
Dreamin' Double IPA,0.085,85,1334,American Double / Imperial IPA,356,12,Manayunk Brewing Company,Philadelphia,PA,northeast
Chaotic Double IPA,0.099,93,1674,American Double / Imperial IPA,346,12,Manzanita Brewing Company,Santee,CA,west
Manzanita IPA,0.08,88,1673,American IPA,346,12,Manzanita Brewing Company,Santee,CA,west
Riverwalk Blonde Ale,0.06,25,1672,American Blonde Ale,346,12,Manzanita Brewing Company,Santee,CA,west
Gillespie Brown Ale,0.095,49,1671,American Brown Ale,346,12,Manzanita Brewing Company,Santee,CA,west
Manzanita Pale Ale,0.066,44,1670,American Pale Ale (APA),346,12,Manzanita Brewing Company,Santee,CA,west
River House,0.05,20,2308,Saison / Farmhouse Ale,161,16,Martin House Brewing Company,Fort Worth,TX,south
Pretzel Stout,0.065,47,2268,American Stout,161,16,Martin House Brewing Company,Fort Worth,TX,south
Rubberneck Red,0.05,35,2197,American Amber / Red Ale,161,16,Martin House Brewing Company,Fort Worth,TX,south
Our Legacy IPA,0.065,60,1831,American IPA,299,12,Matt Brewing Company,Utica,NY,northeast
Blueberry Blonde Ale,0.05,12,773,American Blonde Ale,299,12,Matt Brewing Company,Utica,NY,northeast
Lahaina Town Brown,0.051,20,1578,American Brown Ale,375,12,Maui Brewing Company,Lahaina,HI,south
Sobrehumano Palena'ole,0.06,24,690,American Amber / Red Ale,375,12,Maui Brewing Company,Lahaina,HI,south
La Perouse White,0.05,12,547,Witbier,375,12,Maui Brewing Company,Lahaina,HI,south
Flyin' HI.P.Hay,0.068,68,435,American IPA,375,12,Maui Brewing Company,Lahaina,HI,south
Mana Wheat,0.055,15,313,American Pale Wheat Ale,375,12,Maui Brewing Company,Lahaina,HI,south
Bikini Blonde Lager,0.045,18,33,Munich Helles Lager,375,12,Maui Brewing Company,Lahaina,HI,south
CoCoNut Porter,0.057,30,32,American Porter,375,12,Maui Brewing Company,Lahaina,HI,south
Big Swell IPA,0.062,65,31,American IPA,375,12,Maui Brewing Company,Lahaina,HI,south
Pit Stop Chocolate Porter,0.037,34,1237,American Porter,448,12,Mavericks Beer Company,Half Moon Bay,CA,west
Pace Setter Belgian Style Wit,0.037,21,1236,Witbier,448,12,Mavericks Beer Company,Half Moon Bay,CA,west
Back in the Saddle Rye Pale Ale,0.037,53,1047,American Pale Ale (APA),448,12,Mavericks Beer Company,Half Moon Bay,CA,west
Tsunami IPA,0.072,75,2186,American IPA,203,19.2,Mehana Brewing Co.,Hilo,HI,south
Humpback Blonde Ale,0.042,22,2184,American Blonde Ale,203,12,Mehana Brewing Co.,Hilo,HI,south
Hawaiian Crow Porter,0.052,27,2178,American Porter,203,12,Mehana Brewing Co.,Hilo,HI,south
Volcano Red Ale,0.052,23,2177,American Amber / Red Ale,203,12,Mehana Brewing Co.,Hilo,HI,south
Mauna Kea Pale Ale,0.054,42,2176,American Pale Ale (APA),203,12,Mehana Brewing Co.,Hilo,HI,south
Shark Bait,0.053,11,1508,Fruit / Vegetable Beer,393,12,Miami Brewing Company,Miami,FL,south
Gator Tail Brown Ale,0.053,30,1507,American Brown Ale,393,12,Miami Brewing Company,Miami,FL,south
Miami Vice IPA,0.071,62,1506,American IPA,393,12,Miami Brewing Company,Miami,FL,south
Big Rod Coconut Ale,0.053,16,1325,American Blonde Ale,393,12,Miami Brewing Company,Miami,FL,south
Pleasure Town,0.063,61,2093,American IPA,223,12,Midnight Sun Brewing Company,Anchorage,AK,west
Pleasure Town IPA,0.063,61,1814,American IPA,223,12,Midnight Sun Brewing Company,Anchorage,AK,west
Snowshoe White Ale,0.048,12,587,Witbier,223,12,Midnight Sun Brewing Company,Anchorage,AK,west
Kodiak Brown Ale,0.05,24,586,American Brown Ale,223,12,Midnight Sun Brewing Company,Anchorage,AK,west
Sockeye Red IPA,0.057,70,434,American IPA,223,12,Midnight Sun Brewing Company,Anchorage,AK,west
Habitus (2014),0.08,100,2668,American Double / Imperial IPA,3,16,Mike Hess Brewing Company,San Diego,CA,west
Solis,0.075,85,2667,American IPA,3,16,Mike Hess Brewing Company,San Diego,CA,west
Jucundus,0.06,24,2666,Wheat Ale,3,16,Mike Hess Brewing Company,San Diego,CA,west
Habitus,0.08,100,2664,American Double / Imperial IPA,3,16,Mike Hess Brewing Company,San Diego,CA,west
Claritas,0.058,28,2662,Kölsch,3,16,Mike Hess Brewing Company,San Diego,CA,west
Daft Funk,0.043,8,2530,Berliner Weissbier,65,24,Mikerphone Brewing,Chicago,IL,south
Hop Freak,0.087,80,1884,American Double / Imperial IPA,284,16,Milwaukee Brewing Company,Milwaukee,WI,midwest
Louie's Demise Amber Ale,0.051,24,1272,American Amber / Red Ale,284,16,Milwaukee Brewing Company,Milwaukee,WI,midwest
Hop Happy,0.075,51,1080,American IPA,284,16,Milwaukee Brewing Company,Milwaukee,WI,midwest
Booyah Farmhouse Ale,0.065,20,932,Saison / Farmhouse Ale,284,16,Milwaukee Brewing Company,Milwaukee,WI,midwest
Flaming Damsel Lager (2010),0.048,18,172,Vienna Lager,284,16,Milwaukee Brewing Company,Milwaukee,WI,midwest
Louie’s Demise Immort-Ale (2010),0.051,24,171,American Amber / Red Ale,284,16,Milwaukee Brewing Company,Milwaukee,WI,midwest
Mission IPA,0.068,66,2441,American IPA,98,32,Mission Brewery,San Diego,CA,west
El Conquistador Extra Pale Ale,0.048,44,1460,American Pale Ale (APA),98,32,Mission Brewery,San Diego,CA,west
Shipwrecked Double IPA,0.092,75,1459,American Double / Imperial IPA,98,32,Mission Brewery,San Diego,CA,west
City of the Sun,0.075,85,2159,American IPA,209,16,Modern Times Beer,San Diego,CA,west
Booming Rollers,0.068,75,2157,American IPA,209,16,Modern Times Beer,San Diego,CA,west
Oneida,0.052,50,2156,American Pale Ale (APA),209,16,Modern Times Beer,San Diego,CA,west
Aurora ,0.067,75,2154,American Amber / Red Ale,209,16,Modern Times Beer,San Diego,CA,west
Lomaland,0.055,30,1495,Saison / Farmhouse Ale,209,16,Modern Times Beer,San Diego,CA,west
Fortunate Islands,0.047,46,1494,American Pale Wheat Ale,209,16,Modern Times Beer,San Diego,CA,west
Black House,0.058,40,1493,American Stout,209,16,Modern Times Beer,San Diego,CA,west
Blazing World,0.065,115,1492,American Amber / Red Ale,209,16,Modern Times Beer,San Diego,CA,west
Montauk Summer Ale,0.056,28,1907,American Blonde Ale,276,12,Montauk Brewing Company,Montauk,NY,northeast
Driftwood Ale,0.06,49,1906,Extra Special / Strong Bitter (ESB),276,12,Montauk Brewing Company,Montauk,NY,northeast
When Helles Freezes Over,0.056,18,1756,Munich Helles Lager,326,12,Morgan Street Brewery,Saint Louis,MO,midwest
Morgan Street Oktoberfest,0.049,24,1617,Märzen / Oktoberfest,326,12,Morgan Street Brewery,Saint Louis,MO,midwest
Honey Wheat,0.047,14,1052,American Pale Wheat Ale,326,12,Morgan Street Brewery,Saint Louis,MO,midwest
Black Bear Dark Lager,0.046,24,1051,Schwarzbier,326,12,Morgan Street Brewery,Saint Louis,MO,midwest
Golden Pilsner,0.05,35,1046,German Pilsener,326,12,Morgan Street Brewery,Saint Louis,MO,midwest
Cali Creamin',0.052,21,2413,Cream Ale,111,12,Mother Earth Brew Company,Vista,CA,west
Towhead,0.052,21,2237,American Blonde Ale,188,12,Mother's Brewing,Springfield,MO,midwest
Lil' Helper,0.07,70,2208,American IPA,188,12,Mother's Brewing,Springfield,MO,midwest
Mustang Golden Ale,0.053,10,421,American Blonde Ale,366,12,Mustang Brewing Company,Mustang,OK,south
Washita Wheat,0.053,14,420,American Pale Wheat Ale,366,12,Mustang Brewing Company,Mustang,OK,south
Gansett Light,0.037,10,2345,Light Lager,143,16,Narragansett Brewing Company,Providence,RI,northeast
